text,department,category,subcategory,priority
i am rahul shamram i am fine so the problem is that live electrical wire fallen on road near Connaught Place,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
bhai listen streetlight pole broken and light fixture hanging near Karol Bagh,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
bhai listen pipe leakage near Sector 17 wasting clean drinking water,Water Department,Water Supply,Water Pipeline Leakage,HIGH
"hi assistant i am fine, community waste bin overflowing near Rohini Sector 7",Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
"hi assistant i am fine, traffic signal lights not working at major intersection near Railway Station Road",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
i am rahul shamram i am fine so the problem is that bus stop shelter shade damaged and rusted near sector 17,Municipal Transport Department,Transport,Bus Stop Damage,LOW
i am rahul shamram i am fine so the problem is that bimari phail rahi hai please health department ko bhejo sector 17 me,Public Health Department,Public Health,Disease Outbreak,HIGH
"please help me, huge pile of uncollected trash dumped openly near Karol Bagh",Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
"good morning sir, our taps have been completely dry in karol bagh since yesterday",Water Department,Water Supply,No Water Supply,HIGH
"please help me, road is flooded because a water pipeline is leaking in Connaught Place",Water Department,Water Supply,Water Pipeline Leakage,HIGH
hello sir my name is rahul and bijli 6 ghante se nahi hai Civil Lines me,Electricity Department,Electricity,Power Outage,HIGH
in our area paani nahi aa raha ghar mein,Water Department,Water Supply,No Water Supply,HIGH
live electrical wire fallen on road near Vasant Kunj,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
i am rahul shamram i am fine so the problem is that dirty brown water is coming from the tap in Dwarka Sector 10,Water Department,Water Supply,Contaminated / Dirty Water,HIGH
streetlights turned off on main road near Rohini Sector 7 for 3 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
kachra 4 din se nahi uthaya gaya hai Karol Bagh se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
i am rahul shamram i am fine so the problem is that traffic light kharab hai near Model Town chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"hi assistant i am fine, urgent fogging required near connaught place due to mosquito menace and dengue threat",Public Health Department,Public Health,Vector Disease Control,HIGH
streetlights turned off on main road near Karol Bagh for 4 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
"hi assistant i am fine, drainage gutter overflow inundating street water in Dwarka Sector 10",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"hi assistant i am fine, kachra 4 din se nahi uthaya gaya hai karol bagh se",Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"hi assistant i am fine, traffic light kharab hai near Connaught Place chowk",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
in our area streetlight pole broken and light fixture hanging near Connaught Place,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
"please help me, nali overflow kar rahi hai Model Town ke raste pe",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
frequent voltage fluctuations and power cuts in Karol Bagh area,Electricity Department,Electricity,Power Outage,HIGH
"please help me, fever cases increasing in Sector 17 suspected dengue mosquito infestation",Public Health Department,Public Health,Disease Outbreak,HIGH
i am rahul shamram i am fine so the problem is that drainage gutter overflow inundating street water in Connaught Place,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
i am reporting an issue that streetlights turned off on main road near Connaught Place for 2 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
i am reporting an issue that stagnant water pool near Connaught Place becoming mosquito breeding ground,Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
i am reporting an issue that bimari phail rahi hai please health department ko bhejo Karol Bagh me,Public Health Department,Public Health,Disease Outbreak,HIGH
contaminated foul smelling water in supply line near Civil Lines,Water Department,Water Supply,Contaminated / Dirty Water,HIGH
"hi assistant i am fine, street light 1 hafte se band hai vasant kunj me",Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
hello sir my name is rahul and streetlights turned off on main road near Connaught Place for 5 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
street light 1 hafte se band hai Lajpat Nagar me,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
public toilet is closed and locked since 5 days near model town,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
in our area open manhole on main road near Vasant Kunj poses severe danger to pedestrians,Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
"good morning sir, malaria aur dengue ke case badh rahe hain Sector 17 me, fogging karo",Public Health Department,Public Health,Vector Disease Control,HIGH
bhai listen urgent fogging required near Vasant Kunj due to mosquito menace and dengue threat,Public Health Department,Public Health,Vector Disease Control,HIGH
i am reporting an issue that bimari phail rahi hai please health department ko bhejo Connaught Place me,Public Health Department,Public Health,Disease Outbreak,HIGH
hello sir my name is rahul and severe waterlogging in Model Town after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
i am rahul shamram i am fine so the problem is that power supply has been out in Vasant Kunj for more than 4 hours,Electricity Department,Electricity,Power Outage,HIGH
bhai listen live electrical wire fallen on road near Railway Station Road,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
contaminated foul smelling water in supply line near Railway Station Road,Water Department,Water Supply,Contaminated / Dirty Water,HIGH
bhai listen traffic signal lights not working at major intersection near Model Town,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"good morning sir, community waste bin overflowing near Karol Bagh",Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
streetlights turned off on main road near Dwarka Sector 10 for 4 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
power supply has been out in Railway Station Road for more than 7 hours,Electricity Department,Electricity,Power Outage,HIGH
in our area traffic signal lights not working at major intersection near Connaught Place,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"please help me, live electrical wire fallen on road near Model Town",Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
i am reporting an issue that traffic signal lights not working at major intersection near Vasant Kunj,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
in our area water is leaking from main underground pipeline onto the street,Water Department,Water Supply,Water Pipeline Leakage,HIGH
"bhai listen malaria aur dengue ke case badh rahe hain Sector 17 me, fogging karo",Public Health Department,Public Health,Vector Disease Control,HIGH
bhai listen street light 1 hafte se band hai Dwarka Sector 10 me,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
bhai listen big pothole on main road causing accidents and damage to vehicles,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
community waste bin overflowing near Karol Bagh,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
"hi assistant i am fine, stormwater drain is completely clogged with silt near Dwarka Sector 10",Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
"good morning sir, traffic light kharab hai near Sector 17 chowk",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
in our area community waste bin overflowing near Lajpat Nagar,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
i am rahul shamram i am fine so the problem is that garbage has not been collected from Karol Bagh for 3 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
severe waterlogging in Lajpat Nagar after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
bhai listen stormwater drain is completely clogged with silt near Railway Station Road,Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
"good morning sir, open manhole on main road near Civil Lines poses severe danger to pedestrians",Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
streetlights turned off on main road near Sector 17 for 2 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
"hi assistant i am fine, our taps have been completely dry in Sector 17 since Tuesday",Water Department,Water Supply,No Water Supply,HIGH
in our area stormwater drain is completely clogged with silt near Model Town,Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
in our area mosquito se dengue ho raha hai area me fogging ki zaroorat hai,Public Health Department,Public Health,Vector Disease Control,HIGH
there is water everywhere on the road but our taps have no water,Water Department,Water Supply,No Water Supply,HIGH
i am reporting an issue that bijli 6 ghante se nahi hai Sector 17 me,Electricity Department,Electricity,Power Outage,HIGH
"good morning sir, garbage has not been collected from Connaught Place for 2 days",Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"please help me, road is completely broken with dangerous potholes everywhere",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
hello sir my name is rahul and muddy dirty water coming out of water taps in Civil Lines,Water Department,Water Supply,Contaminated / Dirty Water,HIGH
road construction work near Civil Lines has been left incomplete for months,Public Works Department,Roads / PWD,Incomplete Road Construction,MEDIUM
street light 1 hafte se band hai Rohini Sector 7 me,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
i am rahul shamram i am fine so the problem is that huge pile of uncollected trash dumped openly near railway station road,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
bhai listen entire stretch of road near Model Town is pitch dark at night,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
in our area sewage chamber is overflowing and sewage spreading on street near Civil Lines,Sanitation Department,Sanitation,Sewage Overflow,HIGH
"good morning sir, nali overflow kar rahi hai Vasant Kunj ke raste pe",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
kachra 4 din se nahi uthaya gaya hai Railway Station Road se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"hi assistant i am fine, open manhole on main road near Sector 17 poses severe danger to pedestrians",Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
plague and disease spreading in Connaught Place due to mosquitoes and stagnant water,Public Health Department,Public Health,Disease Outbreak,HIGH
i am rahul shamram i am fine so the problem is that urgent fogging required near railway station road due to mosquito menace and dengue threat,Public Health Department,Public Health,Vector Disease Control,HIGH
