text,department,category,subcategory,priority
"street light 1 hafte se band hai Janakpuri me, andhera rehta hai.",Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
Door-to-door sanitation truck hasn't visited Pitampura this week.,Sanitation & Waste Department,Waste Management,Irregular Door-to-Door Collection,LOW
drainage gutter overflow inundating street water in dwarka sector 10.,Municipal Drainage Department,Drainage,Stormwater Drain Blockage,HIGH
"Water pipeline is leaking heavily near GT Road, wasting clean water.",Water Department,Water Supply,Water Meter Defect,LOW
DOOR-TO-DOOR SANITATION TRUCK HASN'T VISITED KAROL BAGH THIS WEEK.,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
damaged bus shelter bench near vasant kunj causing inconvenience to elderly commuters.,Municipal Transport Department,Transport,Illegal Bus Parking,MEDIUM
waste bin overflow kar raha hai near rohini sector 7 colony.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
bus stand ka shed toota hua hai near Mayur Vihar Phase 1.,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
sewage line overflowing near saket block c creating unsanitary conditions.,Sanitation Department,Sanitation,Sewage Overflow,HIGH
stray dogs problem near Rajouri Garden primary school.,Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
"Water pipeline is leaking heavily near Janakpuri, wasting clean water.",Water Department,Water Supply,Contaminated / Dirty Water,HIGH
Buses parking illegally blocking lane near Pitampura terminal.,Municipal Transport Department,Transport,Illegal Bus Parking,MEDIUM
Drainage gutter overflow inundating street water in Railway Station Road.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
Stray dogs aggressiveness causing safety fear near Ring Road Junction park.,Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
Sewage line overflowing near Saket Block C creating unsanitary conditions.,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
No proper bus seating shed or display board at Rohini Sector 7 stop.,Municipal Transport Department,Transport,Bus Stop Damage,LOW
Public sanitation facility in Railway Station Road lacks water and cleanliness.,Sanitation Department,Sanitation,Sewage Overflow,HIGH
Main junction near Chandni Chowk has huge potholes damaging vehicles daily.,Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
Damaged bus shelter bench near Kashmere Gate causing inconvenience to elderly commuters.,Municipal Transport Department,Transport,Public Transport Facility,LOW
The road condition near Kashmere Gate is extremely bad and damaged.,Public Works Department,Roads / PWD,Incomplete Road Construction,MEDIUM
ganda paani aa raha hai tap me Rajouri Garden ke andar.,Water Department,Water Supply,Low Water Pressure,MEDIUM
"bijli 6 ghante se nahi hai Sector 17 me, light kab aayegi?",Electricity Department,Electricity,Low Voltage Issue,MEDIUM
Damaged bus shelter bench near Mayur Vihar Phase 1 causing inconvenience to elderly commuters.,Municipal Transport Department,Transport,Illegal Bus Parking,MEDIUM
Traffic signal lights not working at major intersection near Rohini Sector 7.,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
transformer se spark nikal raha hai near GT Road market.,Electricity Department,Electricity,Transformer Sparking,CRITICAL
Traffic signal lights not working at major intersection near Mayur Vihar Phase 1.,Municipal Transport Department,Transport,Illegal Bus Parking,MEDIUM
Electric pole near Connaught Place is leaning dangerously and about to fall.,Electricity Department,Electricity,Damaged Electric Pole,HIGH
"traffic light kharab hai near chandni chowk chowk, jam lag raha hai.",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
stray dogs problem near Mayur Vihar Phase 1 primary school.,Public Health Department,Public Health,Stray Animal Nuisance,MEDIUM
traffic signal lights not working at major intersection near civil lines.,Municipal Transport Department,Transport,Illegal Bus Parking,MEDIUM
Clogged stormwater channel causing 2 feet water accumulation in Kashmere Gate.,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
Main junction near Connaught Place has huge potholes damaging vehicles daily.,Public Works Department,Roads / PWD,Road Repair Needed,MEDIUM
dark street near Karol Bagh making it unsafe for women at night.,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
Exposed live electrical wire hanging dangerously near school entrance in Karol Bagh.,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
Water comes for only 10 minutes in the morning with very poor pressure at Janakpuri.,Water Department,Water Supply,Water Meter Defect,LOW
overflowing sewage chamber creating severe health hazard near preet vihar residential flats.,Sanitation Department,Sanitation,Sewage Overflow,HIGH
stray dogs problem near Vasant Kunj primary school.,Public Health Department,Public Health,Stray Animal Nuisance,MEDIUM
Severe waterlogging in Vasant Kunj after light rain due to choked drains.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
Water comes for only 10 minutes in the morning with very poor pressure at Civil Lines.,Water Department,Water Supply,Water Pipeline Leakage,HIGH
"Street lights remain turned on during daytime near Lajpat Nagar, wasting electricity.",Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
Stagnant water pool near Preet Vihar becoming mosquito breeding ground for dengue.,Public Health Department,Public Health,Food Hygiene Violation,MEDIUM
sanitation condition is very bad near lajpat nagar market area.,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
Overflowing sewage chamber creating severe health hazard near Civil Lines residential flats.,Sanitation Department,Sanitation,Sewage Overflow,HIGH
nali overflow kar rahi hai Preet Vihar ke raste pe.,Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
Open manhole on main road near Saket Block C poses severe danger to pedestrians.,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
transformer se spark nikal raha hai near Civil Lines market.,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
Entire stretch of road near Dwarka Sector 10 is pitch dark at night creating safety hazard.,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
nali overflow kar rahi hai kashmere gate ke raste pe.,Municipal Drainage Department,Drainage,Stormwater Drain Blockage,HIGH
"Water pipeline is leaking heavily near GT Road, wasting clean water.",Water Department,Water Supply,Contaminated / Dirty Water,HIGH
public toilet near connaught place is extremely filthy and not cleaned for weeks.,Sanitation Department,Sanitation,Public Sanitation Nuisance,MEDIUM
damaged bus shelter bench near railway station road causing inconvenience to elderly commuters.,Municipal Transport Department,Transport,Bus Stop Damage,LOW
Rotting organic waste creating intense stench near Preet Vihar main market.,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"BIJLI 6 GHANTE SE NAHI HAI MODEL TOWN ME, LIGHT KAB AAYEGI?",Electricity Department,Electricity,Damaged Electric Pole,HIGH
Non-functional street lamps along main highway stretch near Dwarka Sector 10.,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
Door-to-door sanitation truck hasn't visited Sector 17 this week.,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
Tar layer has worn off completely near Connaught Place making riding difficult.,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
Water has stopped coming in Mayur Vihar Phase 1 since Monday.,Water Department,Water Supply,Water Meter Defect,LOW
"bijli 6 ghante se nahi hai Rohini Sector 7 me, light kab aayegi?",Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
light pole toota hua hai near connaught place park.,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
"Street lights remain turned on during daytime near Civil Lines, wasting electricity.",Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
light pole toota hua hai near Mayur Vihar Phase 1 park.,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
"street light 1 hafte se band hai Ring Road Junction me, andhera rehta hai.",Electrical & Lighting Department,Street Lighting,Daytime Light On,LOW
TAR LAYER HAS WORN OFF COMPLETELY NEAR LAJPAT NAGAR MAKING RIDING DIFFICULT.,Public Works Department,Roads / PWD,Road Repair Needed,MEDIUM
Rotting organic waste creating intense stench near Connaught Place main market.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
There is a major water shortage in our colony near Janakpuri.,Water Department,Water Supply,Contaminated / Dirty Water,HIGH
Pest infestation and open unhygienic waste near Mayur Vihar Phase 1 food market.,Public Health Department,Public Health,Vector Disease Control,HIGH
"OPEN MANHOLE HAI ROAD PE NEAR CONNAUGHT PLACE, KISI KA ACCIDENT HO SAKTA HAI.",Public Works Department,Roads / PWD,Broken Footpath,LOW
"road ki condition bahut kharab hai lajpat nagar me, accident ho rahe hain.",Public Works Department,Roads / PWD,Broken Footpath,LOW
stray dogs problem near ring road junction primary school.,Public Health Department,Public Health,Vector Disease Control,HIGH
Streetlight pole broken and light fixture hanging near Ring Road Junction.,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
Stagnant water pool near Vasant Kunj becoming mosquito breeding ground for dengue.,Public Health Department,Public Health,Vector Disease Control,HIGH
TRAFFIC SIGNAL LIGHTS NOT WORKING AT MAJOR INTERSECTION NEAR LAJPAT NAGAR.,Municipal Transport Department,Transport,Illegal Bus Parking,MEDIUM
kachra 4 din se nahi uthaya gaya hai Preet Vihar se.,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
"voltage bohot low hai Civil Lines me, fan bhi nahi chal raha.",Electricity Department,Electricity,Low Voltage Issue,MEDIUM
bhai hamare area GT Road me 2 din se paani nahi aa raha hai.,Water Department,Water Supply,Low Water Pressure,MEDIUM
main water supply pipeline damaged during road work in ring road junction.,Water Department,Water Supply,Low Water Pressure,MEDIUM
Rotting organic waste creating intense stench near Sector 17 main market.,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
there has been no water supply in pitampura for 4 days.,Water Department,Water Supply,Water Pipeline Leakage,HIGH
Large deep potholes on main road near Dwarka Sector 10 causing accidents.,Public Works Department,Roads / PWD,Broken Footpath,LOW
Water comes for only 10 minutes in the morning with very poor pressure at Ring Road Junction.,Water Department,Water Supply,Water Meter Defect,LOW
Sewage and drain water entering houses in Railway Station Road locality.,Municipal Drainage Department,Drainage,Stormwater Drain Blockage,HIGH
bus stand ka shed toota hua hai near Ring Road Junction.,Municipal Transport Department,Transport,Illegal Bus Parking,MEDIUM
kachra 4 din se nahi uthaya gaya hai rohini sector 7 se.,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
Buses parking illegally blocking lane near Saket Block C terminal.,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
nali overflow kar rahi hai Connaught Place ke raste pe.,Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
nali overflow kar rahi hai Kashmere Gate ke raste pe.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
OVERFLOWING SEWAGE CHAMBER CREATING SEVERE HEALTH HAZARD NEAR ROHINI SECTOR 7 RESIDENTIAL FLATS.,Sanitation Department,Sanitation,Public Sanitation Nuisance,MEDIUM
sanitation condition is very bad near saket block c market area.,Sanitation Department,Sanitation,Sewage Overflow,HIGH
garbage dump ho raha hai open space me near Rajouri Garden.,Sanitation & Waste Department,Waste Management,Irregular Door-to-Door Collection,LOW
overflowing sewage chamber creating severe health hazard near karol bagh residential flats.,Sanitation Department,Sanitation,Public Sanitation Nuisance,MEDIUM
light pole toota hua hai near Chandni Chowk park.,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
"baarish ke baad Saket Block C me paani bhar gaya hai, drain blocked hai.",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"fogging karwao Vasant Kunj area me, dengue cases badh rahe hain.",Public Health Department,Public Health,Vector Disease Control,HIGH
bus stand ka shed toota hua hai near Rajouri Garden.,Municipal Transport Department,Transport,Public Transport Facility,LOW
sanitation condition is very bad near Saket Block C market area.,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
Garbage has not been collected from Model Town for 5 days.,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
gutter blocked near Rajouri Garden market area.,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
traffic signal blinking red continuously at vasant kunj intersection.,Municipal Transport Department,Transport,Public Transport Facility,LOW
Electricity transformer near Rohini Sector 7 is sparking violently and emitting smoke.,Electricity Department,Electricity,Low Voltage Issue,MEDIUM
